"address_id","address","address2","district","city_id","postal_code","phone","last_update"
"324","1145 Vilnius Manor",NULL," ","451","73170"," ","2006-02-15 04:45:30"
"325","1892 Nabereznyje Telny Lane",NULL," ","516","28396"," ","2006-02-15 04:45:30"
"326","470 Boksburg Street",NULL," ","81","97960"," ","2006-02-15 04:45:30"
"327","1427 A Corua (La Corua) Place",NULL," ","45","85799"," ","2006-02-15 04:45:30"
"328","479 San Felipe del Progreso Avenue",NULL," ","130","54949"," ","2006-02-15 04:45:30"
"329","867 Benin City Avenue",NULL," ","591","78543"," ","2006-02-15 04:45:30"
"330","981 Kumbakonam Place",NULL," ","89","87611"," ","2006-02-15 04:45:30"
"331","1016 Iwakuni Street",NULL," ","269","49833"," ","2006-02-15 04:45:30"
"332","663 Baha Blanca Parkway",NULL," ","5","33463"," ","2006-02-15 04:45:30"
"333","1860 Taguig Loop",NULL," ","119","59550"," ","2006-02-15 04:45:30"
"334","1816 Bydgoszcz Loop",NULL," ","234","64308"," ","2006-02-15 04:45:30"
"335","587 Benguela Manor",NULL," ","42","91590"," ","2006-02-15 04:45:30"
"336","430 Kumbakonam Drive",NULL," ","457","28814"," ","2006-02-15 04:45:30"
"337","1838 Tabriz Lane",NULL," ","143","1195"," ","2006-02-15 04:45:30"
"338","431 Szkesfehrvr Avenue",NULL," ","48","57828"," ","2006-02-15 04:45:30"
"339","503 Sogamoso Loop",NULL," ","505","49812"," ","2006-02-15 04:45:30"
"340","507 Smolensk Loop",NULL," ","492","22971"," ","2006-02-15 04:45:30"
"341","1920 Weifang Avenue",NULL," ","427","15643"," ","2006-02-15 04:45:30"
"342","124 al-Manama Way",NULL," ","382","52368"," ","2006-02-15 04:45:30"
"343","1443 Mardan Street",NULL," ","392","31483"," ","2006-02-15 04:45:30"
"344","1909 Benguela Lane",NULL," ","581","19913"," ","2006-02-15 04:45:30"
"345","68 Ponce Parkway",NULL," ","201","85926"," ","2006-02-15 04:45:30"
"346","1217 Konotop Avenue",NULL," ","151","504"," ","2006-02-15 04:45:30"
"347","1293 Nam Dinh Way",NULL," ","84","71583"," ","2006-02-15 04:45:30"
"348","785 Vaduz Street",NULL," ","335","36170"," ","2006-02-15 04:45:30"
"349","1516 Escobar Drive",NULL," ","370","46069"," ","2006-02-15 04:45:30"
"350","1628 Nagareyama Lane",NULL," ","453","60079"," ","2006-02-15 04:45:30"
"351","1157 Nyeri Loop",NULL," ","320","56380"," ","2006-02-15 04:45:30"
"352","1673 Tangail Drive",NULL," ","137","26857"," ","2006-02-15 04:45:30"
"353","381 Kabul Way",NULL," ","209","87272"," ","2006-02-15 04:45:30"
"354","953 Hodeida Street",NULL," ","221","18841"," ","2006-02-15 04:45:30"
"355","469 Nakhon Sawan Street",NULL," ","531","58866"," ","2006-02-15 04:45:30"
"356","1378 Beira Loop",NULL," ","597","40792"," ","2006-02-15 04:45:30"
"357","1641 Changhwa Place",NULL," ","52","37636"," ","2006-02-15 04:45:30"
"358","1698 Southport Loop",NULL," ","393","49009"," ","2006-02-15 04:45:30"
"359","519 Nyeri Manor",NULL," ","461","37650"," ","2006-02-15 04:45:30"
"360","619 Hunuco Avenue",NULL," ","331","81508"," ","2006-02-15 04:45:30"
"361","45 Aparecida de Goinia Place",NULL," ","464","7431"," ","2006-02-15 04:45:30"
"362","482 Kowloon and New Kowloon Manor",NULL," ","90","97056"," ","2006-02-15 04:45:30"
"363","604 Bern Place",NULL," ","429","5373"," ","2006-02-15 04:45:30"
"364","1623 Kingstown Drive",NULL," ","20","91299"," ","2006-02-15 04:45:30"
"365","1009 Zanzibar Lane",NULL," ","32","64875"," ","2006-02-15 04:45:30"
"366","114 Jalib al-Shuyukh Manor",NULL," ","585","60440"," ","2006-02-15 04:45:30"
"367","1163 London Parkway",NULL," ","66","6066"," ","2006-02-15 04:45:30"
"368","1658 Jastrzebie-Zdrj Loop",NULL," ","372","96584"," ","2006-02-15 04:45:30"
"369","817 Laredo Avenue",NULL," ","188","77449"," ","2006-02-15 04:45:30"
"370","1565 Tangail Manor",NULL," ","377","45750"," ","2006-02-15 04:45:30"
"371","1912 Emeishan Drive",NULL," ","50","33050"," ","2006-02-15 04:45:30"
"372","230 Urawa Drive",NULL," ","8","2738"," ","2006-02-15 04:45:30"
"373","1922 Miraj Way",NULL," ","356","13203"," ","2006-02-15 04:45:30"
"374","433 Florencia Street",NULL," ","250","91330"," ","2006-02-15 04:45:30"
"375","1049 Matamoros Parkway",NULL," ","191","69640"," ","2006-02-15 04:45:30"
"376","1061 Ede Avenue",NULL," ","98","57810"," ","2006-02-15 04:45:30"
"377","154 Oshawa Manor",NULL," ","415","72771"," ","2006-02-15 04:45:30"
"378","1191 Tandil Drive",NULL," ","523","6362"," ","2006-02-15 04:45:30"
"379","1133 Rizhao Avenue",NULL," ","572","2800"," ","2006-02-15 04:45:30"
"380","1519 Santiago de los Caballeros Loop",NULL," ","348","22025"," ","2006-02-15 04:45:30"
"381","1618 Olomouc Manor",NULL," ","285","26385"," ","2006-02-15 04:45:30"
"382","220 Hidalgo Drive",NULL," ","265","45298"," ","2006-02-15 04:45:30"
"383","686 Donostia-San Sebastin Lane",NULL," ","471","97390"," ","2006-02-15 04:45:30"
"384","97 Mogiljov Lane",NULL," ","73","89294"," ","2006-02-15 04:45:30"
"385","1642 Charlotte Amalie Drive",NULL," ","549","75442"," ","2006-02-15 04:45:30"
"386","1368 Maracabo Boulevard",NULL," ","493","32716"," ","2006-02-15 04:45:30"
"387","401 Sucre Boulevard",NULL," ","322","25007"," ","2006-02-15 04:45:30"
"388","368 Hunuco Boulevard",NULL," ","360","17165"," ","2006-02-15 04:45:30"
"389","500 Lincoln Parkway",NULL," ","210","95509"," ","2006-02-15 04:45:30"
"390","102 Chapra Drive",NULL," ","521","14073"," ","2006-02-15 04:45:30"
"391","1793 Meixian Place",NULL," ","258","33535"," ","2006-02-15 04:45:30"
"392","514 Ife Way",NULL," ","315","69973"," ","2006-02-15 04:45:30"
"393","717 Changzhou Lane",NULL," ","104","21615"," ","2006-02-15 04:45:30"
"394","753 Ilorin Avenue",NULL," ","157","3656"," ","2006-02-15 04:45:30"
"395","1337 Mit Ghamr Avenue",NULL," ","358","29810"," ","2006-02-15 04:45:30"
"396","767 Pyongyang Drive",NULL," ","229","83536"," ","2006-02-15 04:45:30"
"397","614 Pak Kret Street",NULL," ","6","27796"," ","2006-02-15 04:45:30"
"398","954 Lapu-Lapu Way",NULL," ","278","8816"," ","2006-02-15 04:45:30"
"399","331 Bydgoszcz Parkway",NULL," ","181","966"," ","2006-02-15 04:45:30"
"400","1152 Citrus Heights Manor",NULL," ","15","5239"," ","2006-02-15 04:45:30"
"401","168 Cianjur Manor",NULL," ","228","73824"," ","2006-02-15 04:45:30"
"402","616 Hagonoy Avenue",NULL," ","39","46043"," ","2006-02-15 04:45:30"
"403","1190 0 Place",NULL," ","44","10417"," ","2006-02-15 04:45:30"
"404","734 Bchar Place",NULL," ","375","30586"," ","2006-02-15 04:45:30"
"405","530 Lausanne Lane",NULL," ","135","11067"," ","2006-02-15 04:45:30"
"406","454 Patiala Lane",NULL," ","276","13496"," ","2006-02-15 04:45:30"
"407","1346 Mysore Drive",NULL," ","92","61507"," ","2006-02-15 04:45:30"
"408","990 Etawah Loop",NULL," ","564","79940"," ","2006-02-15 04:45:30"
"409","1266 Laredo Parkway",NULL," ","380","7664"," ","2006-02-15 04:45:30"
"410","88 Nagaon Manor",NULL," ","524","86868"," ","2006-02-15 04:45:30"
"411","264 Bhimavaram Manor",NULL," ","111","54749"," ","2006-02-15 04:45:30"
"412","1639 Saarbrcken Drive",NULL," ","437","9827"," ","2006-02-15 04:45:30"
"413","692 Amroha Drive",NULL," ","230","35575"," ","2006-02-15 04:45:30"
"414","1936 Lapu-Lapu Parkway",NULL," ","141","7122"," ","2006-02-15 04:45:30"
"415","432 Garden Grove Street",NULL," ","430","65630"," ","2006-02-15 04:45:30"
"416","1445 Carmen Parkway",NULL," ","117","70809"," ","2006-02-15 04:45:30"
"417","791 Salinas Street",NULL," ","208","40509"," ","2006-02-15 04:45:30"
"418","126 Acua Parkway",NULL," ","71","58888"," ","2006-02-15 04:45:30"
"419","397 Sunnyvale Avenue",NULL," ","19","55566"," ","2006-02-15 04:45:30"
"420","992 Klerksdorp Loop",NULL," ","23","33711"," ","2006-02-15 04:45:30"
"421","966 Arecibo Loop",NULL," ","134","94018"," ","2006-02-15 04:45:30"
"422","289 Santo Andr Manor",NULL," ","16","72410"," ","2006-02-15 04:45:30"
"423","437 Chungho Drive",NULL," ","450","59489"," ","2006-02-15 04:45:30"
"424","1948 Bayugan Parkway",NULL," ","264","60622"," ","2006-02-15 04:45:30"
"425","1866 al-Qatif Avenue",NULL," ","155","89420"," ","2006-02-15 04:45:30"
"426","1661 Abha Drive",NULL," ","416","14400"," ","2006-02-15 04:45:30"
"427","1557 Cape Coral Parkway",NULL," ","293","46875"," ","2006-02-15 04:45:30"
"428","1727 Matamoros Place",NULL," ","465","78813"," ","2006-02-15 04:45:30"
"429","1269 Botosani Manor",NULL," ","468","47394"," ","2006-02-15 04:45:30"
"430","355 Vitria de Santo Anto Way",NULL," ","452","81758"," ","2006-02-15 04:45:30"
"431","1596 Acua Parkway",NULL," ","418","70425"," ","2006-02-15 04:45:30"
"432","259 Ipoh Drive",NULL," ","189","64964"," ","2006-02-15 04:45:30"
"433","1823 Hoshiarpur Lane",NULL," ","510","33191"," ","2006-02-15 04:45:30"
"434","1404 Taguig Drive",NULL," ","547","87212"," ","2006-02-15 04:45:30"
"435","740 Udaipur Lane",NULL," ","150","33505"," ","2006-02-15 04:45:30"
"436","287 Cuautla Boulevard",NULL," ","501","72736"," ","2006-02-15 04:45:30"
"437","1766 Almirante Brown Street",NULL," ","364","63104"," ","2006-02-15 04:45:30"
"438","596 Huixquilucan Place",NULL," ","351","65892"," ","2006-02-15 04:45:30"
"439","1351 Aparecida de Goinia Parkway",NULL," ","391","41775"," ","2006-02-15 04:45:30"
"440","722 Bradford Lane",NULL," ","249","90920"," ","2006-02-15 04:45:30"
"441","983 Santa F Way",NULL," ","565","47472"," ","2006-02-15 04:45:30"
"442","1245 Ibirit Way",NULL," ","290","40926"," ","2006-02-15 04:45:30"
"443","1836 Korla Parkway",NULL," ","272","55405"," ","2006-02-15 04:45:30"
"444","231 Kaliningrad Place",NULL," ","70","57833"," ","2006-02-15 04:45:30"
"445","495 Bhimavaram Lane",NULL," ","144","3"," ","2006-02-15 04:45:30"
"446","1924 Shimonoseki Drive",NULL," ","59","52625"," ","2006-02-15 04:45:30"
"447","105 Dzerzinsk Manor",NULL," ","540","48570"," ","2006-02-15 04:45:30"
"448","614 Denizli Parkway",NULL," ","486","29444"," ","2006-02-15 04:45:30"
"449","1289 Belm Boulevard",NULL," ","530","88306"," ","2006-02-15 04:45:30"
"450","203 Tambaram Street",NULL," ","161","73942"," ","2006-02-15 04:45:30"
"451","1704 Tambaram Manor",NULL," ","554","2834"," ","2006-02-15 04:45:30"
"452","207 Cuernavaca Loop",NULL," ","352","52671"," ","2006-02-15 04:45:30"
"453","319 Springs Loop",NULL," ","160","99552"," ","2006-02-15 04:45:30"
"454","956 Nam Dinh Manor",NULL," ","481","21872"," ","2006-02-15 04:45:30"
"455","1947 Paarl Way",NULL," ","509","23636"," ","2006-02-15 04:45:30"
"456","814 Simferopol Loop",NULL," ","154","48745"," ","2006-02-15 04:45:30"
"457","535 Ahmadnagar Manor",NULL," ","3","41136"," ","2006-02-15 04:45:30"
"458","138 Caracas Boulevard",NULL," ","326","16790"," ","2006-02-15 04:45:30"
"459","251 Florencia Drive",NULL," ","556","16119"," ","2006-02-15 04:45:30"
"460","659 Gatineau Boulevard",NULL," ","153","28587"," ","2006-02-15 04:45:30"
"461","1889 Valparai Way",NULL," ","600","75559"," ","2006-02-15 04:45:30"
"462","1485 Bratislava Place",NULL," ","435","83183"," ","2006-02-15 04:45:30"
"463","935 Aden Boulevard",NULL," ","532","64709"," ","2006-02-15 04:45:30"
"464","76 Kermanshah Manor",NULL," ","423","23343"," ","2006-02-15 04:45:30"
"465","734 Tanshui Avenue",NULL," ","170","70664"," ","2006-02-15 04:45:30"
"466","118 Jaffna Loop",NULL," ","182","10447"," ","2006-02-15 04:45:30"
"467","1621 Tongliao Avenue",NULL," ","558","22173"," ","2006-02-15 04:45:30"
"468","1844 Usak Avenue",NULL," ","196","84461"," ","2006-02-15 04:45:30"
"469","1872 Toulon Loop",NULL," ","428","7939"," ","2006-02-15 04:45:30"
"470","1088 Ibirit Place",NULL," ","595","88502"," ","2006-02-15 04:45:30"
"471","1322 Mosul Parkway",NULL," ","145","95400"," ","2006-02-15 04:45:30"
"472","1447 Chatsworth Place",NULL," ","129","41545"," ","2006-02-15 04:45:30"
"473","1257 Guadalajara Street",NULL," ","78","33599"," ","2006-02-15 04:45:30"
"474","1469 Plock Lane",NULL," ","388","95835"," ","2006-02-15 04:45:30"
"475","434 Ourense (Orense) Manor",NULL," ","206","14122"," ","2006-02-15 04:45:30"
"476","270 Tambaram Parkway",NULL," ","244","9668"," ","2006-02-15 04:45:30"
"477","1786 Salinas Place",NULL," ","359","66546"," ","2006-02-15 04:45:30"
"478","1078 Stara Zagora Drive",NULL," ","301","69221"," ","2006-02-15 04:45:30"
"479","1854 Okara Boulevard",NULL," ","158","42123"," ","2006-02-15 04:45:30"
"480","421 Yaound Street",NULL," ","385","11363"," ","2006-02-15 04:45:30"
"481","1153 Allende Way",NULL," ","179","20336"," ","2006-02-15 04:45:30"
"482","808 Naala-Porto Parkway",NULL," ","500","41060"," ","2006-02-15 04:45:30"
"483","632 Usolje-Sibirskoje Parkway",NULL," ","36","73085"," ","2006-02-15 04:45:30"
"484","98 Pyongyang Boulevard",NULL," ","11","88749"," ","2006-02-15 04:45:30"
"485","984 Novoterkassk Loop",NULL," ","180","28165"," ","2006-02-15 04:45:30"
"486","64 Korla Street",NULL," ","347","25145"," ","2006-02-15 04:45:30"
"487","1785 So Bernardo do Campo Street",NULL," ","125","71182"," ","2006-02-15 04:45:30"
"488","698 Jelets Boulevard",NULL," ","142","2596"," ","2006-02-15 04:45:30"
"489","1297 Alvorada Parkway",NULL," ","587","11839"," ","2006-02-15 04:45:30"
"490","1909 Dayton Avenue",NULL," ","469","88513"," ","2006-02-15 04:45:30"
"491","1789 Saint-Denis Parkway",NULL," ","4","8268"," ","2006-02-15 04:45:30"
"492","185 Mannheim Lane",NULL," ","408","23661"," ","2006-02-15 04:45:30"
"493","184 Mandaluyong Street",NULL," ","288","94239"," ","2006-02-15 04:45:30"
"494","591 Sungai Petani Drive",NULL," ","376","46400"," ","2006-02-15 04:45:30"
"495","656 Matamoros Drive",NULL," ","487","19489"," ","2006-02-15 04:45:30"
"496","775 ostka Drive",NULL," ","337","22358"," ","2006-02-15 04:45:30"
"497","1013 Tabuk Boulevard",NULL," ","261","96203"," ","2006-02-15 04:45:30"
"498","319 Plock Parkway",NULL," ","504","26101"," ","2006-02-15 04:45:30"
"499","1954 Kowloon and New Kowloon Way",NULL," ","434","63667"," ","2006-02-15 04:45:30"
"500","362 Rajkot Lane",NULL," ","47","98030"," ","2006-02-15 04:45:30"
"501","1060 Tandil Lane",NULL," ","432","72349"," ","2006-02-15 04:45:30"
"502","1515 Korla Way",NULL," ","589","57197"," ","2006-02-15 04:45:30"
"503","1416 San Juan Bautista Tuxtepec Avenue",NULL," ","444","50592"," ","2006-02-15 04:45:30"
"504","1 Valle de Santiago Avenue",NULL," ","93","86208"," ","2006-02-15 04:45:30"
"505","519 Brescia Parkway",NULL," ","318","69504"," ","2006-02-15 04:45:30"
"506","414 Mandaluyong Street",NULL," ","314","16370"," ","2006-02-15 04:45:30"
"507","1197 Sokoto Boulevard",NULL," ","478","87687"," ","2006-02-15 04:45:30"
"508","496 Celaya Drive",NULL," ","552","90797"," ","2006-02-15 04:45:30"
"509","786 Matsue Way",NULL," ","245","37469"," ","2006-02-15 04:45:30"
"510","48 Maracabo Place",NULL," ","519","1570"," ","2006-02-15 04:45:30"
"511","1152 al-Qatif Lane",NULL," ","412","44816"," ","2006-02-15 04:45:30"
"512","1269 Ipoh Avenue",NULL," ","163","54674"," ","2006-02-15 04:45:30"
"513","758 Korolev Parkway",NULL," ","568","75474"," ","2006-02-15 04:45:30"
"514","1747 Rustenburg Place",NULL," ","110","51369"," ","2006-02-15 04:45:30"
"515","886 Tonghae Place",NULL," ","259","19450"," ","2006-02-15 04:45:30"
"516","1574 Goinia Boulevard",NULL," ","502","39529"," ","2006-02-15 04:45:30"
"517","548 Uruapan Street",NULL," ","312","35653"," ","2006-02-15 04:45:30"
"519","962 Tama Loop",NULL," ","583","65952"," ","2006-02-15 04:45:30"
"520","1778 Gijn Manor",NULL," ","594","35156"," ","2006-02-15 04:45:30"
"521","568 Dhule (Dhulia) Loop",NULL," ","127","92568"," ","2006-02-15 04:45:30"
"522","1768 Udine Loop",NULL," ","60","32347"," ","2006-02-15 04:45:30"
"523","608 Birgunj Parkway",NULL," ","116","400"," ","2006-02-15 04:45:30"
"524","680 A Corua (La Corua) Manor",NULL," ","482","49806"," ","2006-02-15 04:45:30"
"525","1949 Sanya Street",NULL," ","224","61244"," ","2006-02-15 04:45:30"
"526","617 Klerksdorp Place",NULL," ","366","94707"," ","2006-02-15 04:45:30"
"527","1993 0 Loop",NULL," ","588","41214"," ","2006-02-15 04:45:30"
"528","1176 Southend-on-Sea Manor",NULL," ","458","81651"," ","2006-02-15 04:45:30"
"529","600 Purnea (Purnia) Avenue",NULL," ","571","18043"," ","2006-02-15 04:45:30"
"530","1003 Qinhuangdao Street",NULL," ","419","25972"," ","2006-02-15 04:45:30"
"531","1986 Sivas Place",NULL," ","551","95775"," ","2006-02-15 04:45:30"
"532","1427 Tabuk Place",NULL," ","101","31342"," ","2006-02-15 04:45:30"
"533","556 Asuncin Way",NULL," ","339","35364"," ","2006-02-15 04:45:30"
"534","486 Ondo Parkway",NULL," ","67","35202"," ","2006-02-15 04:45:30"
"535","635 Brest Manor",NULL," ","75","40899"," ","2006-02-15 04:45:30"
"536","166 Jinchang Street",NULL," ","165","86760"," ","2006-02-15 04:45:30"
"537","958 Sagamihara Lane",NULL," ","287","88408"," ","2006-02-15 04:45:30"
"538","1817 Livorno Way",NULL," ","100","79401"," ","2006-02-15 04:45:30"
"539","1332 Gaziantep Lane",NULL," ","80","22813"," ","2006-02-15 04:45:30"
"540","949 Allende Lane",NULL," ","24","67521"," ","2006-02-15 04:45:30"
"541","195 Ilorin Street",NULL," ","363","49250"," ","2006-02-15 04:45:30"
"542","193 Bhusawal Place",NULL," ","539","9750"," ","2006-02-15 04:45:30"
"543","43 Vilnius Manor",NULL," ","42","79814"," ","2006-02-15 04:45:30"
"544","183 Haiphong Street",NULL," ","46","69953"," ","2006-02-15 04:45:30"
"545","163 Augusta-Richmond County Loop",NULL," ","561","33030"," ","2006-02-15 04:45:30"
"546","191 Jos Azueta Parkway",NULL," ","436","13629"," ","2006-02-15 04:45:30"
"547","379 Lublin Parkway",NULL," ","309","74568"," ","2006-02-15 04:45:30"
"548","1658 Cuman Loop",NULL," ","396","51309"," ","2006-02-15 04:45:30"
"549","454 Qinhuangdao Drive",NULL," ","68","25866"," ","2006-02-15 04:45:30"
"550","1715 Okayama Street",NULL," ","485","55676"," ","2006-02-15 04:45:30"
"551","182 Nukualofa Drive",NULL," ","275","15414"," ","2006-02-15 04:45:30"
"552","390 Wroclaw Way",NULL," ","462","5753"," ","2006-02-15 04:45:30"
"553","1421 Quilmes Lane",NULL," ","260","19151"," ","2006-02-15 04:45:30"
"554","947 Trshavn Place",NULL," ","528","841"," ","2006-02-15 04:45:30"
"555","1764 Jalib al-Shuyukh Parkway",NULL," ","459","77642"," ","2006-02-15 04:45:30"
"556","346 Cam Ranh Avenue",NULL," ","599","39976"," ","2006-02-15 04:45:30"
"557","1407 Pachuca de Soto Place",NULL," ","21","26284"," ","2006-02-15 04:45:30"
"558","904 Clarksville Drive",NULL," ","193","52234"," ","2006-02-15 04:45:30"
"559","1917 Kumbakonam Parkway",NULL," ","368","11892"," ","2006-02-15 04:45:30"
"560","1447 Imus Place",NULL," ","426","12905"," ","2006-02-15 04:45:30"
"561","1497 Fengshan Drive",NULL," ","112","63022"," ","2006-02-15 04:45:30"
"562","869 Shikarpur Way",NULL," ","496","57380"," ","2006-02-15 04:45:30"
"563","1059 Yuncheng Avenue",NULL," ","570","47498"," ","2006-02-15 04:45:30"
"564","505 Madiun Boulevard",NULL," ","577","97271"," ","2006-02-15 04:45:30"
"565","1741 Hoshiarpur Boulevard",NULL," ","79","22372"," ","2006-02-15 04:45:30"
"566","1229 Varanasi (Benares) Manor",NULL," ","43","40195"," ","2006-02-15 04:45:30"
"567","1894 Boa Vista Way",NULL," ","178","77464"," ","2006-02-15 04:45:30"
"568","1342 Sharja Way",NULL," ","488","93655"," ","2006-02-15 04:45:30"
"569","1342 Abha Boulevard",NULL," ","95","10714"," ","2006-02-15 04:45:30"
"570","415 Pune Avenue",NULL," ","580","44274"," ","2006-02-15 04:45:30"
"571","1746 Faaa Way",NULL," ","214","32515"," ","2006-02-15 04:45:30"
"572","539 Hami Way",NULL," ","538","52196"," ","2006-02-15 04:45:30"
"573","1407 Surakarta Manor",NULL," ","466","33224"," ","2006-02-15 04:45:30"
"574","502 Mandi Bahauddin Parkway",NULL," ","55","15992"," ","2006-02-15 04:45:30"
"575","1052 Pathankot Avenue",NULL," ","299","77397"," ","2006-02-15 04:45:30"
"576","1351 Sousse Lane",NULL," ","341","37815"," ","2006-02-15 04:45:30"
"577","1501 Pangkal Pinang Avenue",NULL," ","409","943"," ","2006-02-15 04:45:30"
"578","1405 Hagonoy Avenue",NULL," ","133","86587"," ","2006-02-15 04:45:30"
"579","521 San Juan Bautista Tuxtepec Place",NULL," ","598","95093"," ","2006-02-15 04:45:30"
"580","923 Tangail Boulevard",NULL," ","10","33384"," ","2006-02-15 04:45:30"
"581","186 Skikda Lane",NULL," ","131","89422"," ","2006-02-15 04:45:30"
"582","1568 Celaya Parkway",NULL," ","168","34750"," ","2006-02-15 04:45:30"
"583","1489 Kakamigahara Lane",NULL," ","526","98883"," ","2006-02-15 04:45:30"
"584","1819 Alessandria Loop",NULL," ","103","53829"," ","2006-02-15 04:45:30"
"585","1208 Tama Loop",NULL," ","344","73605"," ","2006-02-15 04:45:30"
"586","951 Springs Lane",NULL," ","219","96115"," ","2006-02-15 04:45:30"
"587","760 Miyakonojo Drive",NULL," ","246","64682"," ","2006-02-15 04:45:30"
"588","966 Asuncin Way",NULL," ","212","62703"," ","2006-02-15 04:45:30"
"589","1584 Ljubertsy Lane",NULL," ","494","22954"," ","2006-02-15 04:45:30"
"590","247 Jining Parkway",NULL," ","54","53446"," ","2006-02-15 04:45:30"
"591","773 Dallas Manor",NULL," ","424","12664"," ","2006-02-15 04:45:30"
"592","1923 Stara Zagora Lane",NULL," ","546","95179"," ","2006-02-15 04:45:30"
"593","1402 Zanzibar Boulevard",NULL," ","106","71102"," ","2006-02-15 04:45:30"
"594","1464 Kursk Parkway",NULL," ","574","17381"," ","2006-02-15 04:45:30"
"595","1074 Sanaa Parkway",NULL," ","311","22474"," ","2006-02-15 04:45:30"
"596","1759 Niznekamsk Avenue",NULL," ","14","39414"," ","2006-02-15 04:45:30"
"597","32 Liaocheng Way",NULL," ","248","1944"," ","2006-02-15 04:45:30"
"598","42 Fontana Avenue",NULL," ","512","14684"," ","2006-02-15 04:45:30"
"599","1895 Zhezqazghan Drive",NULL," ","177","36693"," ","2006-02-15 04:45:30"
"600","1837 Kaduna Parkway",NULL," ","241","82580"," ","2006-02-15 04:45:30"
"601","844 Bucuresti Place",NULL," ","242","36603"," ","2006-02-15 04:45:30"
"602","1101 Bucuresti Boulevard",NULL," ","401","97661"," ","2006-02-15 04:45:30"
"603","1103 Quilmes Boulevard",NULL," ","503","52137"," ","2006-02-15 04:45:30"
"604","1331 Usak Boulevard",NULL," ","296","61960"," ","2006-02-15 04:45:30"
"605","1325 Fukuyama Street",NULL," ","537","27107"," ","2006-02-15 04:45:30"
